representation,subset,k,aggregation,n_windows,n_frames,n_points,n_labeled,n_species,n_clusters,ari,ami,nmi,purity,homogeneity,completeness,v_measure,silhouette,inertia,elapsed_s,embedding_dim,cluster_space,cluster_dim,umap_dim,l2_normalize,vocal_frames_only,n_frames_before,kmeans_batch_size,frames_per_window,random_state
birdnet_3s,single,200.0,window_embedding,310.0,,310.0,310.0,61.0,185.0,0.12396425036699706,0.2845988785632971,0.7709822801720205,0.8354838709677419,0.877623900404447,0.6874491300167301,0.7709822801720205,0.0017046958673745394,28.552831649780273,1.45088529586792,1024.0,native,1024.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,10.0,window_embedding,141.0,,141.0,141.0,44.0,10.0,0.22645862840170555,0.4178754732591089,0.6164303116198303,0.41134751773049644,0.486777232460571,0.8402238782262903,0.6164303116198302,0.08633759617805481,81.08047485351562,0.07048177719116211,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,20.0,window_embedding,141.0,,141.0,141.0,44.0,20.0,0.38851800257457375,0.5482263397922735,0.7548096927669661,0.5673758865248227,0.6626049152604826,0.8768241439824932,0.7548096927669661,0.1306944489479065,65.17166900634766,0.11649894714355469,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,30.0,window_embedding,141.0,,141.0,141.0,44.0,30.0,0.5042831497697717,0.6030131530612746,0.8128461482323694,0.6808510638297872,0.7606926601854367,0.8726773665232128,0.8128461482323694,0.11468739807605743,55.926513671875,0.1610262393951416,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,40.0,window_embedding,141.0,,141.0,141.0,44.0,40.0,0.41375571169793346,0.5584433923388519,0.8201178063405037,0.7375886524822695,0.813472413211539,0.8268726684107393,0.8201178063405038,0.10128264874219894,46.77147674560547,0.20998406410217285,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,50.0,window_embedding,141.0,,141.0,141.0,44.0,49.0,0.4473497540723447,0.5872373804110151,0.8425028362217671,0.7659574468085106,0.852328632240341,0.8329010053403753,0.842502836221767,0.10160424560308456,39.48801040649414,0.25835251808166504,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,60.0,window_embedding,141.0,,141.0,141.0,44.0,59.0,0.5125831104832567,0.5822514187378802,0.8496841026920051,0.8226950354609929,0.8730818952482113,0.8275076578226473,0.849684102692005,0.09930841624736786,34.85578155517578,0.33829331398010254,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,70.0,window_embedding,141.0,,141.0,141.0,44.0,65.0,0.4167669956533092,0.5125149911001091,0.8341351264958153,0.8156028368794326,0.8730134737333776,0.7985719222371978,0.8341351264958153,0.05793783813714981,33.57968521118164,0.3979072570800781,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,80.0,window_embedding,141.0,,141.0,141.0,44.0,72.0,0.21324516772511673,0.40906100523871936,0.8107037966505013,0.8085106382978723,0.8620543206780593,0.7651270022745627,0.8107037966505013,0.03831509128212929,32.87227249145508,0.44350671768188477,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,90.0,window_embedding,141.0,,141.0,141.0,44.0,77.0,0.33761212255905293,0.45559946841703886,0.8347229808272422,0.8581560283687943,0.9043128785769431,0.775078128900451,0.8347229808272421,0.048618946224451065,28.42118263244629,0.49992799758911133,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,100.0,window_embedding,141.0,,141.0,141.0,44.0,90.0,0.3201884004839403,0.4254583072502003,0.8455146039124196,0.9078014184397163,0.9443364713731893,0.7654161864302026,0.8455146039124196,0.043028574436903,19.032222747802734,0.557173490524292,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,110.0,window_embedding,141.0,,141.0,141.0,44.0,92.0,0.23936106169897883,0.3501058782188056,0.8307110465827949,0.8794326241134752,0.9357285753666598,0.7468873158018957,0.8307110465827948,0.015714570879936218,21.355745315551758,0.6045470237731934,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,120.0,window_embedding,141.0,,141.0,141.0,44.0,94.0,0.23142514335562042,0.35743962511013544,0.8375289541314935,0.8936170212765957,0.9501553689521384,0.7487733084734933,0.8375289541314935,0.04201916977763176,17.474180221557617,0.6448068618774414,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,130.0,window_embedding,141.0,,141.0,141.0,44.0,101.0,0.1444715293884559,0.26865213823559564,0.8260249640362222,0.900709219858156,0.9496013356271965,0.7309082212893383,0.826024964036222,0.024352092295885086,17.030223846435547,0.6979174613952637,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
perch_5s,single,140.0,window_embedding,141.0,,141.0,141.0,44.0,96.0,0.18499410689458046,0.30275903995908693,0.8232074003779145,0.8794326241134752,0.9325698570441883,0.7368025711327365,0.8232074003779145,-0.003331162268295884,20.227237701416016,0.7481634616851807,1536.0,native,1536.0,,1.0,0.0,,128.0,,42.0
