model,k,n,ARI_mean,ARI_std,AMI_mean,AMI_std,NMI_mean,NMI_std,RI_mean,RI_std,Silhouette_mean,Silhouette_std
ssl_contrastive,140,31,0.2172166856188855,0.024148604232546226,0.5279437551598045,0.005681668405945479,0.5315317142475392,0.005637470351157792,0.9770203332837538,0.0006400617343610425,0.10310809650728776,0.006911730699860906
ssl_contrastive,150,31,0.20718782895464827,0.012023363347680635,0.5317840740513018,0.005312260183636877,0.5355740910768748,0.0052672126054921185,0.977275950108013,0.00036892022048318993,0.10052351653575894,0.00561913476066488
ssl_contrastive,160,31,0.2050263968653809,0.021690386309292146,0.5352601589689826,0.006717843125012967,0.5392549074666358,0.00666053572781312,0.9775337303982804,0.0005342828369319576,0.10087854919895047,0.00590032726478829
ssl_contrastive,170,31,0.2050242046937182,0.0186287537409974,0.539163864391883,0.005119375274089546,0.543355582539434,0.00507475117847673,0.9778234552709008,0.00043475461232429834,0.10188203977961689,0.0050832117910181735
ssl_contrastive,180,31,0.20048050772194692,0.013938122426471548,0.5431848800126462,0.006044824849227661,0.5475644934364028,0.005987483087133639,0.9780582693139972,0.00032965443083173435,0.10157276233357765,0.006020084876746504
ssl_contrastive,190,31,0.1977019323291736,0.013957435246304656,0.5458879669684518,0.004946157632765013,0.550464426158023,0.0048969565591891326,0.9782440138261551,0.000307464149309521,0.10135344776415053,0.0051281353950178585
ssl_contrastive,200,31,0.19665815747521032,0.014891906538088518,0.5493282892707839,0.0055799897740028805,0.5540933045381528,0.005519959839253915,0.9784228069458595,0.00035748302213510627,0.1010696308747414,0.004895808109319179
supervised_contrastive,10,31,0.0869538742471322,0.011168825443483034,0.28299586499714663,0.010876566242201206,0.28347733417353604,0.010868026455710373,0.8745244131508774,0.009009047888948529,0.06678217385084394,0.006035369816717441
supervised_contrastive,20,31,0.15952757687451932,0.015646876905425454,0.3755439691381015,0.010433076469923317,0.3763442249902593,0.01041900142472026,0.9338642044396284,0.00334272764980213,0.08796605323591537,0.005576760012593038
supervised_contrastive,30,31,0.19785802176374667,0.021359628366871154,0.42161492521879085,0.009787917089794797,0.42269006983029217,0.00976869555177224,0.9518584895061054,0.0024179770908390012,0.10054959044341115,0.006737850544415806
supervised_contrastive,40,31,0.2260015662079872,0.024162173451537594,0.44913469450638926,0.010675329206587229,0.45046351577511756,0.010648989731016115,0.9613880237157989,0.001959748664919201,0.10488370445466808,0.008290006365401788
supervised_contrastive,50,31,0.2391951778999556,0.025702064470301177,0.4684335299042428,0.007137544261120303,0.47000409830285217,0.007115336947259222,0.9664700852604814,0.0013770862413373251,0.10782640571555781,0.00554098281810189
supervised_contrastive,60,31,0.2381624154084504,0.025699971548176208,0.4826664112416613,0.007570910251356685,0.48447215207334277,0.007543968148200441,0.9694360930508733,0.0011650625281028738,0.10663005301067903,0.006239899264259825
supervised_contrastive,70,31,0.24575341104493253,0.022147525940838433,0.49326019123736087,0.007214852445690512,0.49529667665569105,0.007183227036583248,0.9717049465745902,0.0009897860584121042,0.10744840940160133,0.006269559325667713
